protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	pc.11	pc.12	pc.13	pc.14	pc.15	pc.16	pc.17	pc.18	pc.19	pc.20	
BAA36547.1	-17.2089904970161	-3.5872914973244803	2.827712250326028	5.1106450618368555	0.711984808629229	-2.2865333864374104	-0.8399180836596598	2.3356389467590954	-2.7666584567993593	-0.1999427125094393	2.837293469964497	-0.13532780885601176	-1.3956479659228196	1.020593542859256	-0.8082896920368113	-0.357174996892873	-0.25971951884681665	0.2533867543999768	-0.27998227774746137	0.6177555273197568	
NP_006243.2	-17.998352251518334	0.7117343863086253	-4.223962327879064	-0.24194656505604603	-1.7440369170790815	-2.202283915582038	1.2469946568781778	0.3155767133620231	-0.23161215357762355	-0.7569490221761841	0.3776307970415276	-0.02036270544950262	-1.8559011722990246	-0.30619301515003583	-0.16221572015865074	-0.4423906881384058	-0.16490553804125893	-0.21986569238474768	-0.23801804818497044	-0.0033756186979868306	
NP_848605.1	0.47825083060886836	1.9536606843257702	-2.410035091825751	-2.290329568593204	-0.026842283027174906	-1.7997178911241918	-1.94012747474085	-0.8564378422591846	1.2535277541844811	-0.13211391447974402	0.2295313341669701	-1.361889930195018	1.0273877531850257	-1.0928385622534262	1.042909085699714	-0.7214487832198273	0.5329304340038189	-1.0161968084629205	0.6868413418327828	-0.008002957992681171	
NP_055655.1	-10.479399020365618	1.0213854956981305	-2.812270086561917	-1.1381908616841732	0.8253861439991526	0.43014184535756894	2.656344929512937	-0.37901441930113905	1.439789666592901	0.1901797469883094	-0.30131044866643913	0.010595662061842065	-0.3630352877232389	0.40178738011989035	-1.0069078317462665	1.0631517716286696	1.8987159574167165	-0.8555869028702665	-0.17563346510296876	-0.011345445349655776	
NP_005914.1	44.56121981232695	2.2160616193159512	-0.38027955519286577	2.5329661607329528	3.436662647349086	4.802300346314316	1.5536756567160146	0.8651855894190684	3.518801134030693	2.911390300244971	-0.027738961470290032	-2.2195040118351357	1.8075135450777862	-0.3496444218165566	2.1974836809245755	-0.3509267165550423	-0.1513808849922489	-0.2579421306169977	-0.3556360012740536	-0.440757775771912	
NP_004663.3	50.358287689766854	-4.843640931798982	1.7167738057505921	0.20173186311244473	-0.8740854175092608	1.7698665310024013	2.4732416438240885	3.426064129404101	1.7591596357505186	-0.6198871697671355	-0.37423713753374377	-0.7530681883824104	0.650631651466038	0.4521959318121153	-2.7899737532317603	-0.3920943124994903	-0.4179806774672601	0.507491291520385	-0.5721480610010873	-0.06703234167805651	
NP_003591.2	-29.352794713324784	-4.478737756994357	0.5449166559221192	3.030036893980364	1.1317593153734233	-1.705910180985158	-0.311350559483057	0.8229703790349097	1.0856436292090181	-0.03883782045490348	0.9702249435392155	-1.1751128468916303	1.0355715937567347	-0.3613156536992186	0.8038559532003117	0.542013369883044	-0.009315905282706404	-0.6584920628392308	-0.10344425656849233	0.015168737768768642	
AAH00442.2	-33.24479820165983	0.3967113698029348	-0.8168741514636195	-3.5142725690590195	-0.12472219939829013	0.5583337396834249	-2.52685124266802	-0.4953575307572398	0.2628021446411155	0.25001135320238527	0.3168572432989423	-1.2055484970598522	0.4924479936042928	-0.4216783254875137	0.21713417065026458	0.7983656044328566	0.035665446874751566	-0.300674342300214	-0.1468956278132057	-0.060657461594701	
AAC77369.1	-45.07370322129924	2.417229084470565	-2.0469538904720643	0.6828180449620548	-2.527655593069886	1.044343201566514	-1.2258943870486625	2.3711622746264176	0.02645629271320323	-0.48752059798248326	-1.4338617040281	0.09380567694337928	-0.7614267599253413	-0.39103969063136795	0.22727342534560532	-0.6084222438179699	-0.04474757987659391	-0.16806197654167956	-0.07226624771798068	0.02081937241325757	
NP_001690.2	13.522123623138942	-4.413763251187739	2.1156979024519025	6.311488381068619	3.054838779201003	-4.570484860810409	4.116995420269009	-0.23325286020870797	0.6514411337862229	0.8704910065062893	0.6291139434837163	-0.7085740440388653	-1.1795929493170492	-0.10032687140277714	0.31025393546749414	0.45498354948881425	1.3360617051015606	-0.20992002430512435	-0.4790511605066728	-0.13771014219134667	
NP_060063.2	-5.638335106826282	-3.621802160102117	-3.1753841987497555	3.5213526892354365	0.11407228854260741	3.617216139380878	-4.8846785857058705	-1.6270721232389287	-0.791331863745339	0.05708770346021071	-1.978775660973801	0.5686800110780339	0.19431650293820504	0.533408549963246	0.08194967281744085	1.0947343053694267	0.8512724539014037	-0.3696370359223267	-0.052606652464082	0.13930895569738477	
NP_001706.2	-24.613632873003983	3.1744985055948742	2.6168588878495833	-0.5424623700999495	-4.46163865526812	-0.4633898017828629	1.641925820173366	-0.7151373737238977	1.0979886502512521	-0.8575387210828355	-0.9693460281356207	0.669277068259775	0.7096695736898329	-0.7775005736710572	0.292438154110783	1.9862609649503955	-0.8451672729544825	0.16520511442852048	-0.1282415324337898	0.09815616139109411	
NP_004320.2	-26.930548810064582	6.108431218660629	-3.3872074110749724	-5.054857572481463	-1.8169614541283803	-0.43777857158574895	-2.044263509958826	2.019750593500857	-1.5396887652076863	-0.4430604746589588	2.7198827113504036	-0.2785471768233176	0.8642572424506413	-0.35548226994871485	-0.498751323943379	0.9543381925889026	0.7476264519099736	-1.134885229411483	-0.08957965569973683	-0.2736892095036925	
NP_001194.1	-25.79289493112785	3.1385599244226006	-7.173793772711889	-3.8854386176274356	-0.01598049971977307	-2.8346959555226983	0.43112854983225546	1.6389559434546839	-1.102824718535546	-0.18193165053162752	1.245523885672536	0.47105242693909943	0.2157640633643212	-0.6608947101447824	0.943243153341123	-1.169299653644018	0.32614956821926117	0.12555050880793656	-0.24248688286621917	-0.29291828778386686	
NP_001195.2	30.356051553442814	-0.630587830837758	-1.235216845437902	-4.931034762309692	-4.204323197163186	-3.079667616255255	1.6757663226136945	1.5874526853643758	1.5701235333020804	-1.2848658586386696	-2.0809609570026613	0.06752282810337544	-0.642407149451974	-1.2491812602996113	0.1156458260743537	-0.11681892977990843	1.8542491087654613	0.5672230616202785	0.5579739463060249	-0.10600041246406537	
NP_001712.1	-10.975642896953927	-0.31359119037823885	-4.0219464146888555	0.004076196818096618	-3.290166716885607	1.5815910079045405	-1.6087099485366154	-2.4771898519989133	-1.289794923265059	0.04111826751356204	1.4891431161911748	0.8310072173363294	1.2688516729912092	0.029238836369365726	1.4548333721480953	1.7423681836647726	1.853929127290815	-0.154374262725908	-0.3724015166239845	0.911582623824691	
NP_004324.2	-2.593884926733266	8.002535069559366	4.155542791327655	-1.3039915959640949	-0.7214366622998053	1.1851193774744708	2.160797436386765	-2.8447967298636994	-2.664640468705081	-1.0143735497669668	0.5534921371621936	-1.508718661333376	-1.1128164354821766	0.5470193995605369	0.19112027072678017	-0.6898668834261205	0.1628775259297883	0.09612073475314135	0.7113118945016955	-0.16319190589396015	
NP_005966.1	-35.34898794052041	2.890685041673588	-0.7723358545363258	-0.25425410463632564	-1.652037064229478	-1.348236434837487	1.1492392629220283	2.5205768634656773	1.6726469328094797	3.720043489977254	-0.4850667223881085	-0.7360245411058479	1.204053196161719	0.31416427014631443	0.10720135757226179	1.527251446449122	1.7722299286262773	0.8376480705358664	-0.24937897644299242	-0.24876815865603263	
NP_115806.1	10.230900535502084	-3.393470097215227	1.257528564919478	-2.410671472467025	0.7587540500507471	-1.2864780063318861	-2.3442518805254404	0.4662393436612498	0.7844054516121897	-2.048797526468611	-0.22482987098028684	-1.4050838158447607	-0.6667392213837365	0.7406261044552359	-0.021261951996569335	-0.004232864114906095	0.6511845137033598	-0.3612059660147581	-0.08104177999131293	-0.11888621480766601	
NP_003948.2	-2.8961278180972996	-1.998599297506194	10.80923722938125	2.540255237808118	1.4235042162392302	-0.4740377766682981	2.9760278678183574	-0.46572401588092366	-0.6591373328716474	0.1654038190888011	0.6115911092574835	2.003809685279912	-0.8875644537378166	-0.8261742685234429	-0.3892008073341033	0.054915689450377975	-0.6079913442110294	0.4023367982530134	-0.3875458943942343	-0.6910119233100952	
NP_000052.1	-12.193492354142267	2.0472250336335422	1.4617385843162582	1.7826541561115927	0.41260861546154365	5.691530923703805	1.4790988776470155	-4.276634610405366	0.3193906017280387	0.1305274989152859	-0.4487850527231105	-0.5516896697741206	2.050708321314524	-0.10134241083590655	-2.963204343866025	1.1946997056235245	-0.27527341912046116	-0.20098852806793735	-0.2618917656260554	0.25656387290988786	
NP_003647.1	-33.97839422091804	-2.2137025616905164	-0.4686567465235965	0.5064349909313611	0.246211265955966	0.6887925365298152	3.5824997080723957	2.3415937792824963	-0.44648164879137037	0.5519917154316536	0.73191119237799	2.073877284371966	-0.8782591830650218	-0.20172294495867094	-1.902656636053493	-0.3463462993096913	-0.6421563896579422	-0.22528594417223102	-0.13219078656492375	-0.11844709470191875	
NP_065130.1	-30.67563543917875	-4.531150469344737	3.221778193834543	-0.5245610195863786	-1.0064898770190391	0.07736954227333503	0.6020556854514255	-0.2973275208465974	0.2630203807908346	-0.24274197041004264	1.8309603139482389	1.9317194561257065	0.5980475937337668	0.22563600638988	0.30086590538550445	0.5802348140213525	-0.4717492675784593	1.6564179459542479	0.02905233586098854	-0.21309761631818308	
NP_065172.1	-24.035073327831896	-1.0728738815331538	4.027302792615543	-0.6845274878469745	-0.7679944766181305	0.40183296102537996	-1.3512953572255073	3.118750356970639	0.7107888524023371	1.2711642397199343	0.3671395401516646	-2.523425626359763	0.12675824375960026	0.4958905742866611	-0.9143532437221645	1.104514352051741	-0.28609977103775064	0.6871423460773706	-0.0949557177521713	-0.09289674099887187	
NP_741960.1	-25.61645998023135	0.05876412870058066	-1.0284675242925845	1.1877981750468767	1.880179203898918	-0.8153119190010271	0.14775592671958257	2.8225790514228337	1.2112549468938443	-0.8781509120017038	-0.030120099030909803	0.8582492218006259	-0.5311422469052623	-0.3603303487412263	1.0517384260289226	-0.030839297871623043	-0.5433938746829977	-0.5136986332282831	-0.04236843327363648	-0.01779460267858466	
NP_001211.3	-6.9404831918611745	-1.0986658748675278	-6.2306383437659525	-0.49980247750477785	0.0975992311295494	-2.151450490365971	0.7536236054029478	-1.4320835132998972	-1.558724334962423	0.5063634427427812	-0.30016498797754143	-2.0454511889638205	0.7565616231483596	0.5538958296258583	-0.06302291633353335	-0.6961071938257963	-0.5660604722777649	-0.2686406287052872	-0.4883561441370857	0.06296085333362304	
AAD20442.1	-26.27703084623548	4.403613182760549	-5.1203794765667	-0.8435756600322826	1.6500718634412106	-2.235925915152491	0.6837038337945522	-1.8834495822695443	0.5493406610928404	-0.10161498567435982	-0.893808701324608	-0.846549321171698	-0.9088848210429016	-0.17890548695343877	0.6161306855297638	0.3190994249608874	-0.7549423641730658	0.07562945126595513	0.75941434895361	0.13372273584092817	
NP_751913.1	-22.47352962719235	0.2687800579357792	-4.16137793772763	-1.0087313489279304	0.3772721159442278	-0.758032228866014	1.313272093517238	-1.863459527200649	-1.2204767678083583	0.13051679409948652	0.33982790405194574	-2.01334020626529	0.9982133892186794	0.5684683586782808	-0.26475960513048785	-0.6449887927517768	-0.5362145669653099	-0.3392849251880433	-0.38110226148138227	0.03305037395697891	
NP_001735.1	-22.13385134700449	-1.590134893017782	-4.543171413747349	-1.9899900022696413	3.7246936206745445	-0.8279154556378021	-0.7242262017616266	0.07277334581234195	-0.9820774724262907	0.4857428213252444	-1.4507927179825906	0.5483337713313383	-0.19397981105894346	-0.2652544278446185	1.1488622431015452	0.956637599872357	-0.7445598711603976	1.270525601199375	-0.042648700224128526	0.0014621191483262833	
NP_115670.1	-22.03046648277081	-1.5238416753982045	-1.7746999711795206	0.22480121242124346	0.6302534521883311	-1.3453317877817546	0.9923194490340236	-0.06647338823951197	0.9857446464039578	0.7316679613690393	0.36014085946284957	0.41386992636416686	0.6697517183740038	0.39502229800331967	-1.1326326593974652	-0.1706849210108047	0.09371403757564682	-0.5145536466667497	-0.20995148712961875	0.05711410857288072	
NP_006540.3	-12.761642373408124	0.6832358237923389	1.9061430807328414	-1.1812353857119715	-0.33834379120098523	-1.311342032211198	0.19759314429725666	-1.8624438453440075	2.242342130151896	0.745651144786608	-1.489262992339868	0.06735597494069596	-1.345900439436619	-0.09090221003712903	0.28758671021378013	-0.48236467541579103	-0.38931046376159584	-0.17472257729527738	-0.5954996497121112	-1.1194468801211204	
NP_003679.2	14.070745871387597	0.8256838957957953	-3.0472186898009643	0.13215832485019513	-1.8481238322145823	-0.23203640943929574	1.7244695153245382	-0.12399205057986583	-2.117155438093651	-0.34086911212181453	-1.4437019079922218	0.44314514135837196	0.4935211759659523	2.6821693014943175	0.9340579057249906	-0.7083211403946186	0.914471163876119	-1.1400667681170422	-0.3148798339484131	-0.11742045112587533	
NP_277023.1	12.380073557587684	-11.995934658608286	-2.0647307951974114	-2.854647530448272	1.3556241910829476	2.6837978505175366	2.3126042526856523	-0.9368468196672057	0.3425435694001363	0.9068628969374959	-0.7688762771091058	0.02307295278756499	0.7536545643037855	0.03832412659873335	-0.5054036357020708	-0.8226311593036243	-0.3013403577961727	-0.08849834347767037	0.8435239076983717	0.08100436612603058	
NP_076916.1	14.184795477970498	-6.960720562599042	0.6605275888149127	-4.118959081273768	-0.05841127445920459	-2.5671449921318863	1.0455784086795532	-0.9355011297325829	-1.3757909500061836	-0.23149912729902364	0.15065254658077734	0.7284975998548476	1.1467192212227795	1.8383795806590952	0.4718098186837749	-1.1624786504622797	0.1377695672574652	-0.5538646982966953	-0.20268654752937332	0.7899137859240323	
NP_003709.3	94.19893382899974	-18.73164950497039	11.995304612968006	-2.1159468874472713	-4.919901024311972	-1.7141275428608547	-1.1174101871748652	-0.37707941740775175	-2.128896070962555	-0.5286107127079689	1.1641320070378058	-2.331372414624888	-0.16622255516118523	-0.0021547626356149046	0.04302607156757265	-0.08484941499519762	-0.7567002436863149	-0.32625651838743946	-0.5655211122249821	0.178092083475069	
NP_055891.1	-19.738512215614723	-4.671333961120574	4.2186755773132125	5.466009422530579	-0.9144777932458604	2.239277771325649	3.445183020462857	-0.7649927309541459	-1.0747054105356577	0.4383160665573314	0.3223925465974009	0.5517288420208007	-0.759455039888508	0.5912970239278531	-0.6852235504339269	-0.5180439754583016	-0.31906472000568853	-0.4555860270209629	-0.2532664172579285	0.7914956855634713	
NP_001789.2	-39.33288863165102	0.6940080954330337	2.3864995914732754	0.8378677992278406	0.1506627488349649	1.123198228546706	-0.5301414457678022	-0.4808008845875596	-0.47334563871976576	-0.7195312402581727	-0.7649481060954905	0.42158276738114514	0.781190128567715	-0.6709673978996337	-0.6416923766100812	-0.21692478201685422	0.5092130443039858	-0.3602583137210655	-0.1244226151523842	0.07190945065056006	
NP_001249.1	-36.810465108311746	-0.987865982622139	0.6427406466022844	-0.5843120755787534	0.023610491964242784	0.5041075664556269	-0.041834756846468986	-0.24025213469419715	-0.47636991106518856	-0.6854844242950978	-0.6528846883161621	0.473918277640261	0.8829083443223162	-0.6534388989443027	-0.7274937010352012	-0.21823904511159833	0.5397328002932703	-0.24316775219393041	-0.1245327968833065	0.07824465344894264	
NP_000066.1	-35.03071703773342	-1.9519406080108757	1.1290445169579568	-0.734744856514626	-0.8309817133073377	-3.7368111612351296	-1.3107689356306138	1.1665726189411953	-0.7214867304470719	0.1354715074809199	-0.5142143278339956	-0.31530421939448106	0.16654287249521857	0.43136860676795435	-0.6128758911226198	-0.5151088071221392	-0.10362609292508491	1.0644407547075565	-0.19528905293421192	-0.008173478256815189	
NP_004926.1	-41.05780805959894	2.1437567919858678	-1.3380347053798596	-2.0356595226420633	-0.9019408866744617	-0.7107988229647081	1.4382354147852634	-0.9773482412021102	-0.8807547481987014	-0.6517522656846122	-0.05393151936879277	0.543842377240362	-0.31448375322516714	-0.321261049350853	-0.3613979042678652	0.44246329652235855	1.9034830239456277	0.4710038603982955	-0.1356737421831555	-0.10908466384290758	
NP_001790.1	-33.81045715367706	1.4815575195915731	0.8319224469424932	-2.2528609467294887	0.6175530102419696	-1.41877007333573	1.0269955528913661	0.17113781456269886	-1.1485277504966238	0.21722747863986333	-0.30803420194528425	-0.1486207214907895	-0.7853768801145561	-0.10462478311003084	-0.1141496069478808	-0.3805453630834684	-0.11496262535754763	-0.22840273425255267	-0.14183722207404895	-0.006040325489141518	
NP_001251.1	-25.503435928330667	-2.846786760329964	1.7103073979306598	4.849084561234009	0.925626079321959	3.8875013359242887	2.9455785660659033	-1.3631796688474689	-1.0564147565621573	0.5375465817640331	0.43324126581140515	0.541174194511055	-0.7307716876963053	0.5198706054827359	-0.6013711068464911	-0.4947513894089962	-0.35716576723930654	-0.5269091644059777	-0.2009454855075002	0.8125534192306823	
NP_001252.1	-38.747975909820994	5.0126541522560615	2.7183208231968004	1.3969382654372469	1.251861986185936	2.5033352411103933	-0.391126713443772	0.7994045583394875	-0.2135682285099412	-0.9565348496120392	-0.37542475324392555	-0.6602733121338351	0.49152370175609494	-1.5123578055964702	0.5604323517344723	-0.9186847720706844	-0.18350868636905993	-0.7424265483016321	-0.1550590490502473	-0.12677432038288722	
NP_004187.2	-39.07134415247157	0.9089646439222492	0.34873697393435804	3.6881959094081784	0.6485757317239847	1.0850004117219816	-1.0028932415053873	2.2611621961315187	-0.5801021100569692	0.7971200991083633	-1.408060845206323	0.40646271327340966	0.9572299485891073	-1.7042166877364515	0.8278145080948569	0.890996199970286	0.9216557055291893	-0.8025623217448423	-0.17555689834789553	0.013500139753632031	
NP_003939.1	-21.489704402949517	0.17810076070761424	4.379157593180093	-0.40770046192630705	1.8364676875599781	0.1075750833424312	0.7653840088124392	-2.512291001139067	0.8432546451010449	2.0575246216567136	-0.7522506929992121	1.1876186749595603	0.03717845086328247	0.22913536753438607	-1.630865523451572	0.590014242799575	1.136618354632957	0.4593562308971133	-0.23168959700120173	-0.042315525732668315	
NP_001107047.1	-9.930828187939802	-0.8857262118646076	2.5762241089062803	1.9648277884797138	3.3788554324099778	-2.9961347390695514	-0.495980972671755	0.46858220659337807	-2.293332660331281	-1.3184826156799339	-0.22333631410685442	-1.0205330355123503	-0.9312973346031796	-0.038188884102743355	0.2603593699786709	0.4804197437273457	-0.7580741686885515	-0.055541544610018256	-0.2109631470952918	0.08811330235149066	
NP_003150.1	37.0669928705811	-8.844106399174892	10.7467455371396	-0.9881012266706158	-0.16151727380048664	3.1825303188204925	2.114921507560147	-0.5621060929735181	-1.296266344125902	0.38189591638980536	1.2458689527359652	-0.0014534951518327132	-0.7400245761325444	0.7260198183549145	-0.7729720341415155	1.632880577230958	-0.3000632081341611	0.43851122777924156	-0.07858797287707396	-0.19408143343368006	
NP_001265.2	-24.208525989813094	0.8831005304620331	1.1129899832169656	3.5995056805767596	1.5408392930342423	2.0861220531623834	-2.4969637107692613	-1.085155461124762	-0.8975982583068138	-0.5448840220508635	-1.6580384049763746	0.40556434222392185	-0.11312311498551625	0.6373971229708202	0.08888008775209634	-0.7032180203013376	-0.245356092984213	-0.35793588057104897	-0.09485807607391124	0.11449940708525562	
NP_001005735.1	-17.643329327617593	-1.80156587924438	-2.6962591633778636	4.800024337248012	3.176500556032188	-1.4357359710615634	-2.037789064048747	1.2614415266449222	0.9393879015020721	2.1382540842657596	-0.9275843377931009	-1.0479408627288263	0.33295674819806576	-0.16039426759147532	-1.0489050035343137	0.09056955979514052	-0.3739836459025162	-0.3769838383351904	-0.36849551856486906	0.02797801542663697	
NP_009105.1	109.56053762442727	9.181541984115384	-6.0767448855986625	-7.653476112133154	1.425175068272731	1.4161768173373217	-0.09538138790715275	0.7747788757817549	-0.5923416923930342	-2.9122243187701393	-0.9932635182853169	-0.294351658104255	-1.4973955529376806	-0.281183740344564	-0.9613679726551773	-0.5157103068589021	-1.1965636139898514	0.38902916539465393	-0.5887847550248173	0.03604902922212759	
AAA61480.1	-24.77800941955907	-3.7909526886658904	-1.406478579518112	5.4919136439626035	-1.591273080040318	3.3925132356909984	2.050359069426549	-2.351347401516738	0.08609939773137538	0.1906646919983772	0.9291411909172435	-0.7557271279359233	-0.08775702701080082	1.571964977442822	-0.15870021822720537	-0.6882684431695167	-0.1039278916565823	0.29440489847463086	-0.09866221574197391	-0.061994130977286295	
NP_003984.2	-18.926324116313634	-4.9183076212118255	-0.37003346559525346	2.294416274978623	-1.4279633159543303	1.3364562457484834	-0.7170172659701005	0.8441122445191928	-1.823364750947868	-0.7252665429094621	0.8233640888297854	1.6286929234480774	-1.608861016059413	-0.5255837958251279	0.07149957487225816	0.1465609521619443	-0.1383091444656235	0.7755017241452387	0.9071617628015848	-0.14255355329738875	
NP_003983.2	-19.25149086435902	-5.828141326182059	0.5181109558229716	2.7348687807033625	-3.1663759427162015	2.0392004424424206	-1.3574063509925665	0.8149155963249315	-1.4342324163089157	-0.703857387274982	0.627428849537396	0.7463461619452483	-0.42792906572158457	0.6276101846781433	-0.4984327154565218	0.14397887774555038	-0.6503670414065605	-0.13942406461198562	0.9762862117715277	-0.008676720579878226	
NP_065717.1	-28.838345870419943	2.8373686353767607	-2.804400048644578	2.1257362383082508	3.589831260430995	2.3759449270894044	2.4551914358557556	-0.9346198738493031	-0.6505811398398791	1.4909010394273394	-2.0503120837040756	0.5037973441196872	0.36151916786641364	-0.9650971184258355	0.34141418446503646	0.04115021393393344	-0.9508128748186904	-0.22644796709926052	-0.2610505805575697	0.16483867803869198	
NP_005202.2	16.725465658979648	1.6538169496580302	4.780456736980878	5.48584546971587	1.6448657714681958	-1.0518350999368415	2.5693678018895745	0.8395211325875901	1.2855618097495118	-2.8896317524445627	-1.4845762477757964	0.09083430719368818	0.7617964901988188	0.8783747576748601	-2.5130563002608897	1.1191611417809126	-0.16307983280268562	-0.14992285957868717	-0.37178069547563003	0.24667842339170373	
NP_004374.1	-23.47449636693985	-5.402361357909761	-5.778395021521609	-0.5235863435493852	-2.2683189718802175	-3.1393970933276654	0.493420509416458	-0.3650000196379901	-0.482895155593044	0.03284052349769306	1.877600599588444	-0.2492808398468777	-0.38141424154533277	1.578208363571247	0.41285875360493324	0.7932519243587495	0.3254805655946181	-0.4612746678151104	-0.018677829115971788	-0.05343056327541903	
